Column1,idTweet,fullText,polaridad
1270,1.48E+18,"@awiegelo @radiocentroec @CarlosVerareal @LassoGuillermo Y claro, hay que esperar más tiempo para analizar, pero hay que estar atentos de que no se vaya por caminos perjudiciales. Igual toca esperar hasta nuevas elecciones",0
1271,1.48E+18,"@johamiranda29 @JuanNivelo8 @LassoGuillermo @BanEcuadorBP Solo 1 pregunta ,no deberian eliminar esa mierda d papeleta d votación? 
No es suficiente con la cedula ..
Xq es tan importante la papeleta d votación....
En las próximas elecciones votaré x cualquier candidato q eliminen este estupido papeleo como es la papeleta d votacion",0
1272,1.48E+18,"@MiguelAn_088 @ErmelRosario @LassoGuillermo Debemos ser consciente del apoyo que le ha brindado el presidente al país, solo que ustedes son unos resentidos por no haber ganados las elecciones. Eso es lo que pasa, y para lo único que sirven es para difamar",0
1273,1.48E+18,"@RutaKritika @LassoGuillermo @LeonidasIzaSal1 @ecuarauz @pameaguirre1 los que perdieron aprobación son ustedes, por eso ni se acercaron a ganar las elecciones, una cuerda de mentirosos llenos de propagandas baratas que difunde la borrega @RutaKritika",-1
1274,1.48E+18,"@fabrisanchezb @pochoharbEC Mi gobernador ? El Pocho no debe desesperarse, debe continuar haciendo méritos en medios haciendo publicidad al Lenín Moreno de la Costa @LassoGuillermo. Se acercan las elecciones y puede participar para alcalde de Gye y  tener tribuna para la presidencia, porqué no.",0
1275,1.48E+18,"@PabloCab_77 @CeseTineo @AnmerCroix @LassoGuillermo La asamblesitas Correista @pameaguirre1 dijo en sus redes que el  gobierno pierde aprobación, y ellos que han perdido? El pueblo le cerró la puerta en las elecciones, eso no les dice algo? Por favor, con un video editado no consigues más que ridiculizarte.",0
1276,1.48E+18,"Ya saben que radio y a quien no escuchar: radio Difusión y Diego Oquendo, quien amenazó al gobierno por si llegaban a olvidarse de su rol en las elecciones.

Un mercenario que hoy recibe su paga con un puesto para su hijo. 

@LassoGuillermo, ¿qué está pasando con los puestitos?",0
1277,1.48E+18,@Fernand86407374 @ramiroaguilart @LassoGuillermo @BancadaUNESec Para las proximas elecciones estudiemos los candidstos exijamos a los partidos politicos presentar verdaderos  personajes de respeto con sspiencia y no parasitos,0
1278,1.48E+18,"@AlexisSanchezEC @LassoGuillermo pregúntale al pandillero que tienen entre sus filas, por quien votaron, votan y votarán las próximas elecciones???

TODITOS VOTAN POR EL CORREISMO

son los únicos que les prometen cachuelos e impunidad...",0
1279,1.48E+18,"@CristinaReyesec @LassoGuillermo @Salud_Ec La culpa NO ES DE LASSO, LA CULPA ES d usts, y principalmente  de ust  ya q UST ERA LA CANDIDATA a la presidencia, pero apoyaron al gobierno q hoy critican, NOS DEFRAUDARON USTS COMO PSC, hoy lamentamos eso y en lo posterior será peor, reflexionen para las próximas  elecciones",0
1280,1.48E+18,"El caso @fernandobalda tiene algo especial para los ecuatorianos, gracias a su perseverancia para buscar justicia, desenmascarar y tenerle prófugo a @MashiRafael y alfiles, estoy seguro que hubiera ganado las elecciones  @LassoGuillermo @Expresoec @eluniversocom @elcomerciocom https://t.co/PyM0UVbI2k",0
1281,1.48E+18,"@BenjaminChavezR @LassoGuillermo Pero, más que todo, hay que elogiar que es el ÚNICO presidente que con valentía ganó las elecciones diciendo la verdad y compliendo lo ofrecido, no como ""algunito"" que ofreció 4 mill de vacunas que no existían y mil dolares a 1 mill de familias que no sabía de donde sacar.",0
1282,1.48E+18,Saludos a todos los que se vendieron por mí y gracias por hacerme ganar elecciones dice?  https://t.co/zXQplhubgP,0
1283,1.48E+18,@LassoGuillermo De q promesas hablas ladrón hp si solo pa eso es q vives y q los Pandora hbalar de eso roba elecciones x culpa de otras putas ratas q se vendieron estás hay y algunos no hbaloa de todos q son una puta mierda q.votaron x tu cdtm no vales nada q no sabes ni llevar tú puta casa ldhp,-1
1284,1.48E+18,"@turco_cabeza @VillaFernando_ Digan algo por favor , defiendan su espacio ganado @CREOEcuador . Si hubiesen perdido las elecciones hoy serían perseguidos! @LassoGuillermo",0
1285,1.48E+18,@dayannamonroy @teleamazonasec Completamente abandonado el sistema de salud! Gracias @LassoGuillermo  usted resultó ser la peor elección q se pudo tomar!! Vamos directo al correísmo para las próximas elecciones! El país abandonado completamente! 0 soberanía en este gobierno del encuentro,-1
1286,1.48E+18,"@jaimenebotsaadi @La6Ecuador Pero ya sabía lo que @LassoGuillermo iba a hacer y así le hicieron ""ganar"" en guayaquil, los resultados de derrotar al correismo, ahora que se hace. Revicatoria y nuevas elecciones.
#RevocatoriaYa",0
1287,1.48E+18,@ArellaProano @4pelagatos4 @Josernandez1 @LassoGuillermo …es que la centro derecha se está auto destruyendo en críticas cruzadas. El resultado será que gane el Correísmo en las siguientes elecciones.,0
1288,1.48E+18,"@ShungoDoctor @tinagus2000 @LassoGuillermo @LeonidasIzaSal1 @MashiRafael Desintoxique el shungo Dr.,  como puede ser que alucine de esa forma, las elecciones pasadas dejaron claro ese tema, la derecha vive en un permanente  estado de nervios cada que se menciona a Correa, incluso las encuestas serias más recientes son contrarias a su comentario. ",0
1289,1.48E+18,"@CONAIE_Ecuador @LassoGuillermo @CdesEcuador Amenazas son uds... tareas de vagos delincuentes. Un pueblo eligió un presidente, no una tarea de terroristas que impongan lo que les dé la gana. Ganen elecciones, busquen la vía democrática para tararear como loros lo que les ordenan. Terroristas delincuentes",0
1290,1.48E+18,@GaloLaraY @juancaholguin @BanEcuadorBP @LassoGuillermo Otra buena noticia por parte del presidente @LassoGuillermo y es el otorgamiento de Créditos al 1% con un plazo de 30 años que había prometido durante las elecciones #CréditoDeLasOportunidades #JuntosCumplimos@juanfrandelafoc https://t.co/clHktGEivr,1
1291,1.48E+18,"@RickBriones @jd08758 @LassoGuillermo Tengo que hacer una rectificación, es nulos, porque digo esto, el voto nulo tuvo una incidencia importante en esta elección superó y con creces el promedio de elecciones anteriores y hay que tomarlo en cuenta para el análisis aunque no cuente en la sumatoria final.",0
1292,1.48E+18,@ramiroaguilart @LassoGuillermo @AsambleaEcuador @CONAIE_Ecuador Iza emula al Joker.  Debe presentarse en el 2025 y ganar las elecciones y poner en marcha su plan de gobierno y lograr la bonanza y prosperidad como lo hace con sus comunidades.,0
1293,1.48E+18,@ErmelRosario @LassoGuillermo a sido un cobarde sin causa tienes miedo @LassoGuillermo hay si tienes miedo que @MashiRafael  te destroce las elecciones presidenciales y tu reinado de la corrupción de la dinastía lasso mendoza llegara a su fin maldito Narco gobierno HP,0
1294,1.48E+18,"@lahistoriaec @CONAIE_Ecuador @LassoGuillermo Ve Borrego mmv, como vives de lo que te paga tu patrón desde Bélgica, por  eso andas queriendo joder a los demás ecuatorianos, porque chuch@ no ganas las elecciones y listo allí si subirás el sueldo a tu gusto, bajaras el precio de los combustibles (para que sigas traficando)",0
1295,1.48E+18,"Deberíamos INVESTIGAR el porque de la ""#GRATITUD"" de los presidentes electos a los Concejeros del @cnegobec. Nada ético que el presidente @LassoGuillermo nombre como consejero presidencial a @LuisVerdesotoo1 quien desde el CNE  dirigió las elecciones presidenciales https://t.co/99jWSPiiyG",0
1296,1.48E+18,@DanielGranja7 @LassoGuillermo El bachiller nos salió más mentiroso q el mismo LERDIN. Este tipo es un verdadero FRAUDE x los 4 costados ganó las elecciones en base a mentiras.,-1
1297,1.48E+18,@alfaresponde @CarlosSam02 @alekosvander @LassoGuillermo @BancadaUNES El cobardon que ha perdido las últimas 3 elecciones??,0
1298,1.48E+18,@santiguarderas Piden que cumplamos y ni siquiera son capaces de retirar las publicidades de las elecciones pasadas ya que los q  pusieron les vale retirar al municipio también le vale @santiguarderas @LassoGuillermo favor sancionar el cne @CREOEcuador @cnegobec https://t.co/Uj9HslUwxP,0
1299,1.48E+18,"@LassoGuillermo … se que no recibiré respuesta a esta cadena de twits, pero tengo la esperanza de que el voto que otorgue en las elecciones no será del todo en vano, ojalá lo lea y responda, muchísimas gracias y un feliz Año Nuevo, Renata…",0
1300,1.48E+18,"@DanielGranja7 @LassoGuillermo siempre fue un cinico y mentiroso, se burla de la gente igual a Moreno que después de ganar las elecciones dijo que le caían mal  los que votaron x el, Lasso engaño a sus votantes, pero eso a  el no le importa, ya consiguió lo que quería. Quería hacer  negocios con el país.",-1
1301,1.48E+18,En las elecciones d 2021 la prensa pautera cerró filas alrededor d la candidatura de @LassoGuillermo invisibilizando al resto d candidatos con mejores propuestas q el elegido x el @cnegobec esto es una muestra clara d la intromisión del periodismo... https://t.co/zZp1PODHCC,0
1302,1.48E+18,"@GaloLaraY @juancaholguin @LassoGuillermo @RicardoPatinoEC ahora irás a decir que querías capturar corruptos como lo hiciste por querer justificar los pativideos , ojalá respondas cobarde ; que elegante se te vio de observador en elecciones en Venezuela sin son de la misma banda delictiva",-1
1303,1.48E+18,@desalineadosec @LeonidasIzaSal1 @LassoGuillermo Esque no se lanza candidato por qué aún falta mucho tiempo para las próximas elecciones y si le vamos a dar el voto para que gane,0
1304,1.48E+18,@MALDONADOAMPARO @juancaholguin @LassoGuillermo Bueno hoy ya sabemos de qué va a vivir este señor jajajajaj el único mérito ? Ser un perdedor en las elecciones secciónales jajajajajjaja,0
1305,1.48E+18,@DanielGranja7 @LassoGuillermo @LeonidasIzaSal1 La derecha junto con Lasso quedarán  sepultados para siempre en las próximas elecciones.,0
1306,1.48E+18,"@GaloVallejosE @tinagus2000 @LassoGuillermo @LeonidasIzaSal1 @MashiRafael @CONAIE_Ecuador La movilización masiva no gobierna. Lo que gobiernan son movimientos políticos que ganan elecciones. Si la izquierda no se propone gobernar quien siempre gobernará será la derecha. Los casos de España, Chile y Honduras muestran el camino de la unidad de izquierdas en la práctica",0
1307,1.48E+18,@joseZambranox @gersonZaragocin @LassoGuillermo @EcuavisaInforma @LassoGuillermo ganó las elecciones porque en el Ecuador se quería Cambio y eso fue exactamente lo que obtuvimos con @LassoGuillermo más contentos no podemos estar. Guillermo Lasso sube cada día más. @notimundoec @MMontalvoEC https://t.co/TT3jrN4sla,0
1308,1.48E+18,"@DanielGranja7 @LassoGuillermo @LeonidasIzaSal1 Amenaza o le pone en su lugar a un ANARQUISTA como Leónidas Iza?
En la #DecadaRobada no hizo nada, no reclamo nada ante tanto atropello hacía sus hermanos indígenas, más en las elecciones pasadas estuvo de la mano del candidato del PRÓFUGO. https://t.co/1yjtrJcXSr",0
1309,1.48E+18,"@lahistoriaec Por qué esperar el 2025? @LassoGuillermo si se cree muy demócrata, amante de la democracia debería poner su cargo a disposición en las elecciones seccionales del 2023, ahí veremos si es Iza el que lo quiere sacar del poder o es el pueblo. O tiene miedo?",0
1310,1.48E+18,"@Lauragonza0 @Eduardomed_27 @Vicky_goz @DiegoPilaquing2 @LassoGuillermo @TvlEcuador @aro_rojas @DonosoEcuador @carlosjijon @CarlosVerareal @LassoGuillermo ganó las elecciones porque el pueblo así lo decidió,  y a medida que pasa el tiempo los ecuatorianos seguimos confirmando en su gestión, Guillermo Lasso sube. @simoncueva",0
1311,1.48E+18,"@ecuainm_oficial @LassoGuillermo @CONAIE_Ecuador PALABRAS DE LASSO EVASOR AL https://t.co/xcfJrEDWNc SOBRE UNA ALIANZA CON8 LOS INDIGENAS: ""PARA GANAR LAS ELECCIONES SI, PARA GOBERNAR JAMAS""",-1
1312,1.48E+18,"@crtituana @lahoraecuador @LassoGuillermo @LeonidasIzaSal1 CFK: ""Funden un partido y ganen las elecciones"", y funden sus pasquines, y no jodan más.",0
1313,1.48E+18,@Eduardomed_27 @Vicky_goz @DiegoPilaquing2 @LassoGuillermo @TvlEcuador @aro_rojas @DonosoEcuador @LassoGuillermo ganó las elecciones porque en el Ecuador se quería Cambio y eso fue exactamente lo que obtuvimos con @LassoGuillermo más contentos no podemos estar. Guillermo Lasso sube cada día más. @carlosjijon @CarlosVerareal,0
1314,1.48E+18,@MaraPincay55 @VillaFernando_ @LassoGuillermo Sra los politicos solo paran bola en tiempos de elecciones por eso estan donde estan,0
1315,1.48E+18,"en 4 años la izquierda va arrasar en elecciones, sea quien sea el candidato. gracias a @LassoGuillermo",1
1316,1.48E+18,"@jmkarg La economía de Ecuador desde la victoria de @LassoGuillermo en las elecciones ha mejorado en gran medida,por esa razón Guillermo Lasso Sube @MLAlcivar",1
1317,1.48E+18,"@marveintimilla El país desde que @LassoGuillermo ganó en las elecciones ha tenidos innumerables impactos positivos,por eso Guillermo Lasso Sube en las encuestas @MMontalvoEC https://t.co/vok8IWDlmi",1
1318,1.48E+18,"@mandradele @EcuavisaInforma @MarcoAnibal @jcarlosaizprua @LeninArtieda Guillermo Lasso Sube y eso es gracias a su gran labor,desde que @LassoGuillermo ganó en las elecciones el impacto positivo en nuestro país es evidente @AlexandraVelaP",1
1319,1.48E+18,"@LassoGuillermo @BanEcuadorBP Focalizar, el típico error de los latinos...
Cuando lo liberal se focaliza, se transforma en neoliberal... y de eso se aprovechará la izquierda ladrona para ganar votos las próximas elecciones.",-1
1320,1.48E+18,@gponceleiva @LassoGuillermo Te diré algo si mañana hay elecciones de nuevo voto por @LassoGuillermo sin temor porque dime tu para atrás nada que ver! Guillermo Lasso Sube y los borregos se hunden más cada día por cosas como estas 25 años de joder al país y quieren seguir mmv! @notimundoec @diegoordonezg,1
1321,1.48E+18,"@AguinagaOswaldo @ecuainm_oficial @PerfilesOpinion @LassoGuillermo La economía de nuestro país desde el triunfo de @LassoGuillermo en las elecciones Presidenciales ha ido en aumento y ha mejorado de forma significativa,por esa razón Guillermo Lasso Sube @luis_pachala https://t.co/RCsV9STXcs",1
1322,1.48E+18,"@Sanchezmendieta Guillermo Lasso Sube en las encuestas y eso es solo gracias a su maravillosa labor,desde que @LassoGuillermo triunfo en las elecciones Presidenciales el impacto positivo en Ecuador a sido gigante @MMontalvoEC",1
1323,1.48E+18,"@LassoGuillermo @BanEcuadorBP Nuesteo hermoso pais, Ecuador venció al socialismo en 2021 de la mano de Guillermo Lasso. Al momento de confirmarse el triunfo de Guillermo Lasso en las elecciones presidenciales, nuestro país ya vio un impacto positivo en su economía. El riesgo bajó 400 puntos en un solo día.",1
1324,1.48E+18,"@relicheandres @LassoGuillermo @PerfilesOpinion Basta q sea perfiles de opinión y esa encuesta NO tiene la más absoluta relevancia, a otro lado con ese cuento, esta es la misma que dio como ganador al lerdo en las últimas elecciones.",0
1325,1.48E+18,@juancaholguin @LassoGuillermo A parte si no te pone ahí no te saca pinta ni tu mamá!! Peor aún si quieres ser algo para las elecciones que vienen.,0
1326,1.44E+18,"Se equivocó Maduro al pensar que su ida a la Celac iba a renovar su erosionado barniz democrático; todo lo contrario. 
Ha servido para exponer sus atrocidades y las de sus socios represores. 
Gracias Pdte. @LassoGuillermo por su necesario llamado por elecciones democráticas. https://t.co/7118lNJiz4",0
1327,1.48E+18,"A mi no me vengas a decir Feliz Año después de haber secuestrado las instituciones del estado a tu favor, evadir impuestos, masacres, desempleo, inseguridad, persecución, haber violado el pacto ético, feriado bancario, robar elecciones, paquetazos y echarle la culpa a Correa https://t.co/tnB9xFThgS",0
1328,1.48E+18,"@PhilipAMLC @LassoGuillermo Para nada don @PhilipAMLC, por muchos factores empezando por la ""victoria"" de Lasso en las elecciones, desde allí todo viene amañado, turbio y corrupto. Nada bueno se podía esperar.",-1
1329,1.48E+18,"@OrlandoPerezEC @LassoGuillermo @PerfilesOpinion No sé entiende! Y cuándo llegan Las elecciones,los vuelven a votar.",0
1330,1.48E+18,"@Graciel82390675 @Abg_Renella @VillaFernando_ @LassoGuillermo @EPPETROECUADOR es inconmensurable el dolor de los correístas NO terminan de aceptar que Correa ya fue y no volverá ha ser, desde Moreno vienen de Capa caída, lo hicieron ganar con fraude al apagar el CNE y ahora ñaño lelo no gano, a este paso en 2 elecciones más desaparecen...",0
1331,1.48E+18,"Señor Presidente @LassoGuillermo, creo en usted pero ya es hora de que haga algo en este tema. El socialista si no es a la entrada es a la salida. No al adoctrinamiento socialista en la educación, quienes tienen 12 años este momento ya podrán votar en las próximas elecciones https://t.co/tj7KKMwU0Q",0
1332,1.48E+18,"@xavaguirre @LassoGuillermo @juancaholguin @CancilleriaEc Ni kgando será alcalde, es un mediocre que perdió todas las elecciones.",0
1333,1.48E+18,"@LFC014 Claro, antes de las elecciones el enemigo a batir era el Correismo (lógico) atracaron al País durante 14 años. 
Ahora esa palabrita tolerancia se aplica porque @LassoGuillermo ha sido pana de estos Hijueputas!!!  https://t.co/qYqFOeLrNa",0
1334,1.48E+18,"@SuelenGranda @PerfilesOpinion @LassoGuillermo La misma encuestadora que dijo que el Lelo Arauz ganaba las elecciones en primera vuelta jajaja, si claro y Simón Bolívar es Checoslovaco.",0
1335,1.48E+18,"@juancaholguin ya fue candidato de la alcaldía de Quito en las pasadas elecciones municipales, pero era relativamente desconocido para el electorado y no ganó. Ahora, con más experiencia política a cuestas, pareciera ser la opción a ir por @LassoGuillermo para no perder Quito.",0
1336,1.48E+18,"Cuando @LassoGuillermo ganó las elecciones presidenciales y reemplazó a @Lenin, @juancaholguin fue consejero presidencial y sonaba para dirigir la @CancilleriaEc pero por su falta de experiencia en temas diplomáticos no consiguió la designación. @MMontalvoEC fue el ungido.",0
1337,1.48E+18,"@jmolinareyes Adivina quién es el titular de esa comisión? Una pista es alguien q trabajaba en el @cnegobec lugar donde @LassoGuillermo dicen q ganó, debe ser x eso q ese organismo de control electoral se mantiene intacto sin moverse ½ ctm es q se acercan otras elecciones",0
1338,1.48E+18,"@CarlosVerareal @hugopinedap @juancaholguin Que entienda el presidente @LassoGuillermo que apoyamos el cambio porque nos cansamos del quemeimportisno, prepotencia y que turisteen ministros de un sitio al otro entre panas y repanas. Estamos atentos de todo el accionar gubernamental y muy cerca a elecciones seccionales",1
1339,1.48E+18,"@LassoGuillermo @juancaholguin @CancilleriaEc @MMontalvoEC Biografía política de Juan Carlos Holguin, nuevo Ministro de Relaciones Exteriores:

-
-
- Ser candidato perdedor en las elecciones para la alcaldía de Quito
-
-
- Fin",0
1340,1.48E+18,"@UnCafeConJJ @DDavidVillamar @xhervas @VSaquicelaE @teleradioec Hervas ha bloqueado a medio mundo, por preguntarle sobre su declaración del dia siguiente a las elecciones, que no era de la @ID12Ecuador y si se siente responsable de poner a @LassoGuillermo en el poder con SU VOTO IDEOLÓGICO
#HervasEsLasso, escucharlo da asco, sueña con Correa",0
1341,1.48E+18,"@KVerdezoto17 @LassoGuillermo ¿Y tú no fuiste el que anunció por esta misma red que entre los dos finalistas en las elecciones presidenciales de Abril último, votarías por el banquero corrupto, impreparado, testaferrista, perjuro y evasor?",-1
1342,1.48E+18,"@juancaholguin @LassoGuillermo si Juanca no aprendió su lección con la candidatura de alcalde de Quito, jamás aprenderá . Yo pensé que sería candidato a la presidencia y estoy segura lo será en próximas elecciones !! https://t.co/TDt8IMyk9H",0
1343,1.48E+18,"Todos los odiadores saben que gracias a @MashiRafael el pais creció en todo aspecto y estos 5 años nos han llevado al pasado.

Dios nos ilumine y en el 2023 en las elecciones seccionales empecemos a retomar el poder y recuperar la patria por que con @LassoGuillermo vamos mal. https://t.co/XwiY7fQDgN",0
1344,1.48E+18,"Definitivamente @ecuarauz ganó las elecciones, y Diana, y Verdesoto lo hicieron presidente al chulquero @LassoGuillermo
Es evidente. 
Algún día lo comprobaremos, es cuestión de tiempo.",0
1345,1.48E+18,@Mi_polaw @LassoGuillermo @juancaholguin @CancilleriaEc @MMontalvoEC La elección popular es usualmente basada en afectos y efectos. Casi nunca en méritos. No se olvide que Bucaram ganó elecciones. https://t.co/M2gafSnMVc,0
1346,1.48E+18,"@alvarofroman @LassoGuillermo @juancaholguin @CancilleriaEc @MMontalvoEC Totalmente cierto dr.
Y sin respaldo político, lo reflejó en las elecciones seccionales para alcalde de Quito.
Que tenga un venturoso 2022 dr @alvarofroman ",0
1347,1.48E+18,"@Mi_polaw @LassoGuillermo @juancaholguin @CancilleriaEc @MMontalvoEC El pueblo debe ""identificarse"" con gente honesta... y es la cara que el Ecuador quiere que que mundo vea... si prefieres que pongan a un pillo en ese tipo de cargos, ya se fue el avión, pues el correísmo perdió las elecciones",0
1348,1.48E+18,"@CarlosL78643691 @LassoGuillermo @juancaholguin @CancilleriaEc @MMontalvoEC Lenin Moreno, el candidato que no debió participar porque estaba involucrado en el caso INA Papers y aún así Correa permitió que siguiera las elecciones sin alguna investigación.",0
1349,1.48E+18,"Feliz año Presidente @LassoGuillermo por favor hay que entregar el hospital al pueblo duraneño, hay que recuperar los terrenos de la Feria de Durán, hay que arreglar el paso peatonal a la Isla Santay, y buscar los nuevos cuadros para las proximas elecciones. Bendiciones 2022 https://t.co/bOIALzv3sJ",0
1350,1.48E+18,@EcuavisaInforma El mejor resultado que el país necesita es modernizar su sistema de salud y educación combatiendo la corrupción que los domina. Invertir en infraestructura y marcar una gran diferencia! De lo contrario en próximas elecciones el monstruo volverá! @LassoGuillermo,0
1351,1.48E+18,"@marcaocondo31 @MAURICI88065055 @faguilar23 @Ingrid55Negrita @MashiRafael @BancadaUNESec @AsambleaEcuador @FiscaliaEcuador @DianaSalazarM2 @LassoGuillermo @Lenin @clubsportemelec Se cabreo el mariconsito que voto como Borrego por la basura correista de Lenin, dicen que los traicionó y se lavan las manos de votar x órdenes de sus amos, así de estúpidos son, ahora ladran xq perdieron las elecciones en las urnas donde más les duele dan pena estas basuras...",0
1352,1.48E+18,"@LassoGuillermo A mi no me vengas a decir Feliz Año después de haber secuestrado las instituciones del estado a tu favor, evadir impuestos, masacres, desempleo, inseguridad, persecución, haber violado el pacto ético, feriado bancario, robar elecciones, paquetazos y echarle la culpa a Correa.",0
1353,1.48E+18,@LassoGuillermo https://t.co/df5FPVoLlo,0
1354,1.48E+18,"“Para mí, el #CréditoDeLasOportunidades es una oportunidad para seguir avanzando más” - María, agricultora en Latacunga.

Estamos transformando vidas en todo el Ecuador.

#JuntosCumplimos https://t.co/lpTkCSHSK9",0
1355,1.48E+18,"Felicitaciones @AbgApolo por ese gran trabajo desplegado en toda la provincia de El Oro, es la cara visible del gobierno del encuentro. El abrazo social por #Zaruma. 

#JuntosCumplimos 

@MLAlcivar
@LassoGuillermo
@EstebanBernalB
@guido_chiriboga
@VeronicaCandoB
@KAROLURIBEVELEZ https://t.co/veoBr7ow7Y",1
1356,1.48E+18,@LassoGuillermo https://t.co/9uL2sQV8YC,0
1357,1.48E+18,"Les comparto el comunicado del Alcalde @GADZaruma, al señor Presidente @LassoGuillermo,claro y  directo, aunque todos deben asumir parte de su culpa, incluido el Munic. Zaruma.@fmaritza @ProfHoax__ @KELVINGAME3 @RosaMariaLoAl @rodolfoasar @vekale75 @ZonaMegaRadioTV @JacoboG_Ecu https://t.co/5obXDVl320",0
1358,1.48E+18,"@mateojoaquin5 @GADZaruma @LassoGuillermo @fmaritza @ProfHoax__ @KELVINGAME3 @RosaMariaLoAl @rodolfoasar @vekale75 @ZonaMegaRadioTV @JacoboG_Ecu De acuerdo el GAD, dbe asumir su respsbldd , pero quienes son los llamds EJECUTAR la LEY, son los orgnsms  d control, culqra  q éste sea, x lo tanto, no puede desembarazarse tan faclmt, diciendo que el único responsable es el Munic. Local. Existe ste Inf, ahí sta la ruta a seguir https://t.co/JJTQpSMnTH",0
1359,1.48E+18,@LassoGuillermo @TereCOPRA Qué vergüenza de presidente,-1
1360,1.48E+18,"A ver si recuerda lo q pensaba sobre hacer la vacuna un requerimiento para tener vida social ""llegar a métodos coercitivos me parece que es entrar en terrenos que violarían la libertad individual de los ciudadanos"" @LassoGuillermo 6/8/21 escuchen minuto 8
https://t.co/wXwkpHfBA3 https://t.co/L3CprNqqpZ",0
1361,1.48E+18,@omarmaluk @LassoGuillermo Jajajaja este mancito que vive en la burbuja de burbuja ha de haber sentido que hacia turismo pintoresco en un bus . Que va a saber que es coger uno y estar mosca que un vendedor ambulante no sea choro encubierto cada vez que se suben a un bus! Pfff,0
1362,1.48E+18,@revistavistazo @LassoGuillermo @JhansyL Nunca fue a la asamblea tierrit a Pandora Papers sin calidad moral como primera autoridad de decir nada.,0
1363,1.48E+18,"@demokratiko7 @ProfHoax__ @karynaarteaga @LassoGuillermo No dejan entrar a una persona sana a un país. 
Pero pueden ingresar enfermas a un país por tener un carnet. https://t.co/xwbHO9uzLy",0
1364,1.48E+18,@AngelTipantuna @LassoGuillermo Sarnozo Sucio!! Anda a trabajar,0
1365,1.48E+18,"@oromartv Se nota que el país le importa poco @mariabrownp . Cómo va a mandar a clases presenciales cuando ya hay hasta un repunte de casos, de verdad que es algo de no creer.
Que locura con esto @LassoGuillermo @ABorreroVega @XimenaGarzon11",0
1366,1.48E+18,"@ComunicacionEc @Presidencia_Ec @LassoGuillermo @RecNaturalesEC @cee_ec @ViviendaEc @MinGobiernoEc @Riesgos_Ec @InclusionEc @Ambiente_Ec Buenos días señor Presidente Guillermo Lasso mi nombre es Xavier Plaza Murillo número de cédula 0802170142 número de celular 0979973704 como podría acceder al crédito de Bank Ecuador ya que eso serviría para comprar camarón, pescado, concha, cangrejo y vender comidas de Sto Dgo",0
1367,1.48E+18,"#ATENCIÓN | El presidente @LassoGuillermo reprendió al alcalde de #Zaruma, @JhansyL. El primer  mandatorio señaló que el burgomaestre lleva 6 años de gestión y no logró prevenir un desastre como el socavón. “Su labor deja mucho que desear”.  https://t.co/edjQMfK4wS",0
1368,1.48E+18,"@MoniPalaciosZ @juancaholguin @LassoGuillermo Y ahora que ha sido descubierta su “ ligereza” al señalar que Juan Carlos Holguin tiene propiedades off shore , cual será su actitud ? Pedirá disculpas por que se trata de un homónimo del nuevo canciller O será otra calumnia más ?",0
1369,1.48E+18,"#LoMásVisto Dicen que la Subsecretaría de Transporte Marítimo nombró a su yerno Intendente de Operaciones en La Libertad. 

¿Será cierto? 

Cc @LassoGuillermo @ObrasPublicasEc https://t.co/TMWh3HsB6D",0
1370,1.48E+18,@VengadorAstuto1 @tinocotania @PrefGuayas @CarlosSacoto7 @EcuavisaInforma @JosueSanchezEc @CynthiaViteri6 @elcomerciocom @eluniversocom @Presidencia_Ec @LassoGuillermo La partida presupuestaria del suedo del primo de tania tinoco @MarcosToroEc esto dado x la ing susana torres @VillaFernando_ amiguis también intima así se benefician a los familiares de la prensa x eso q callan los robos en la administración la prefecta https://t.co/E60BvXM418,0
1371,1.48E+18,"@LassoGuillermo Oye tío, yo soy chofer profesional y quiero crédito para sacar un carro, confirma",0
1372,1.48E+18,"@LassoGuillermo Gracias Sr. Presidente Guillermo Lasso, por reactivar la economía... juntos lo logramos.",1
1373,1.48E+18,@LiissethArmijos @EkaJaramilloR @LassoGuillermo https://t.co/Q9xLFPgj50,0
1374,1.48E+18,@VillaFernando_ @LassoGuillermo @ContraloriaECU @CNEL_EP @GoberManabi Lo repetiremos mil veces el Presidente NO tiene un equipo central de ASESORES IDONEOS QUE SIRVAN PARA FILTAR NOMBRAMIENTOS Y NO HACER PASAR ESTO AL PRESI. ASI SE HAN PASADO MAS DE 5 MIL CORRESISTAS Y NADIE SE ENTERA.,0
1375,1.48E+18,@LassoGuillermo https://t.co/OQi86WVJkK,0
1376,1.48E+18,"@acastropiedra @ANT_ECUADOR @LassoGuillermo @MarceloHCabrera Excelente la atención en la agencia Tumbaco del Ventura Mall, organizado, sin aglomeraciones, respetando turno, y el personal por demás amable.",1
1377,1.48E+18,"@MoniPalaciosZ @LassoGuillermo Q lindo q dirán todos los zapatitos rojos. A eso vino, 5 jugadas maestras para su conveniencia. Y siguen habiendo estúpidos generalmente pautados q le defienden a este morboso. Retrocedemos 30 años.",0
1378,1.48E+18,"@carlosrojasecu @LassoGuillermo Ese no es un problema de ahora, cuántos alcaldes(prefectos, ministros, etc) habrán hecho lo mismo con Zaruma",0
